Benchmark level: 2.5% per year 
Test period: 25570101 - 25570311
Fund,1,2,3,4,5,6,7,sharpe_ratio,annual_return,sharpe_ratio_sort,annual_return_sort
allocation,0,0,0,10,30,40,20,3.13049,15.84916,3,16
allocation,0,0,0,10,30,50,10,3.13501,14.20682,3,14
allocation,0,0,0,10,30,60,0,3.14085,12.56233,3,13
allocation,0,0,0,10,40,0,50,3.12186,19.94739,3,20
allocation,0,0,0,10,40,10,40,3.12401,18.31037,3,18
allocation,0,0,0,10,40,20,30,3.12693,16.67121,3,17
allocation,0,0,0,10,40,30,20,3.13081,15.02992,3,15
allocation,0,0,0,10,40,40,10,3.13591,13.38648,3,13
allocation,0,0,0,10,40,50,0,3.14256,11.74090,3,12
allocation,0,0,0,10,50,0,40,3.12362,17.49276,3,17
allocation,0,0,0,10,50,10,30,3.12690,15.85251,3,16
allocation,0,0,0,10,50,20,20,3.13127,14.21012,3,14
allocation,0,0,0,10,50,30,10,3.13705,12.56559,3,13
allocation,0,0,0,10,50,40,0,3.14462,10.91890,3,11
allocation,0,0,0,10,60,0,30,3.12696,15.03326,3,15
allocation,0,0,0,10,60,10,20,3.13190,13.38977,3,13
allocation,0,0,0,10,60,20,10,3.13845,11.74414,3,12
allocation,0,0,0,10,60,30,0,3.14713,10.09635,3,10
allocation,0,0,0,10,70,0,20,3.13270,12.56887,3,13
allocation,0,0,0,10,70,10,10,3.14017,10.92213,3,11
allocation,0,0,0,10,70,20,0,3.15016,9.27324,3,9
allocation,0,0,0,10,80,0,10,3.14227,10.09957,3,10
allocation,0,0,0,10,80,10,0,3.15383,8.44958,3,8
allocation,0,0,0,10,90,0,0,3.15829,7.62535,3,8
allocation,0,0,0,20,0,0,80,3.12091,26.48325,3,26
allocation,0,0,0,20,0,10,70,3.12130,24.85478,3,25
allocation,0,0,0,20,0,20,60,3.12205,23.22419,3,23
allocation,0,0,0,20,0,30,50,3.12323,21.59148,3,22
allocation,0,0,0,20,0,40,40,3.12491,19.95665,3,20
allocation,0,0,0,20,0,50,30,3.12723,18.31969,3,18
allocation,0,0,0,20,0,60,20,3.13032,16.68059,3,17
allocation,0,0,0,20,0,70,10,3.13435,15.03936,3,15
allocation,0,0,0,20,0,80,0,3.13957,13.39599,3,13
allocation,0,0,0,20,10,0,70,3.12029,24.04152,3,24
allocation,0,0,0,20,10,10,60,3.12118,22.40985,3,22
allocation,0,0,0,20,10,20,50,3.12253,20.77606,3,21
allocation,0,0,0,20,10,30,40,3.12444,19.14015,3,19
allocation,0,0,0,20,10,40,30,3.12705,17.50210,3,18
allocation,0,0,0,20,10,50,20,3.13053,15.86191,3,16
allocation,0,0,0,20,10,60,10,3.13509,14.21958,3,14
allocation,0,0,0,20,10,70,0,3.14101,12.57511,3,13
allocation,0,0,0,20,20,0,60,3.12031,21.59497,3,22
allocation,0,0,0,20,20,10,50,3.12185,19.96010,3,20
allocation,0,0,0,20,20,20,40,3.12401,18.32309,3,18
allocation,0,0,0,20,20,30,30,3.12695,16.68395,3,17
allocation,0,0,0,20,20,40,20,3.13087,15.04267,3,15
allocation,0,0,0,20,20,50,10,3.13603,13.39925,3,13
allocation,0,0,0,20,20,60,0,3.14276,11.75368,3,12
allocation,0,0,0,20,30,0,50,3.12119,19.14358,3,19
allocation,0,0,0,20,30,10,40,3.12363,17.50549,3,18
allocation,0,0,0,20,30,20,30,3.12694,15.86526,3,16
allocation,0,0,0,20,30,30,20,3.13135,14.22288,3,14
allocation,0,0,0,20,30,40,10,3.13720,12.57836,3,13
allocation,0,0,0,20,30,50,0,3.14488,10.93169,3,11
allocation,0,0,0,20,40,0,40,3.12329,16.68734,3,17
allocation,0,0,0,20,40,10,30,3.12702,15.04601,3,15
allocation,0,0,0,20,40,20,20,3.13201,13.40254,3,13
allocation,0,0,0,20,40,30,10,3.13865,11.75692,3,12
allocation,0,0,0,20,40,40,0,3.14747,10.10915,3,10
allocation,0,0,0,20,50,0,30,3.12721,14.22621,3,14
allocation,0,0,0,20,50,10,20,3.13285,12.58164,3,13
allocation,0,0,0,20,50,20,10,3.14043,10.93492,3,11
allocation,0,0,0,20,50,30,0,3.15060,9.28605,3,9
allocation,0,0,0,20,60,0,20,3.13392,11.76019,3,12
allocation,0,0,0,20,60,10,10,3.14261,10.11237,3,10
allocation,0,0,0,20,60,20,0,3.15442,8.46239,3,8
allocation,0,0,0,20,70,0,10,3.14526,9.28926,3,9
allocation,0,0,0,20,70,10,0,3.15908,7.63818,3,8
allocation,0,0,0,20,80,0,0,3.16479,6.81340,3,7
allocation,0,0,0,30,0,0,70,3.11923,23.24041,3,23
allocation,0,0,0,30,0,10,60,3.12026,21.60767,3,22
allocation,0,0,0,30,0,20,50,3.12181,19.97281,3,20
allocation,0,0,0,30,0,30,40,3.12399,18.33582,3,18
allocation,0,0,0,30,0,40,30,3.12695,16.69669,3,17
allocation,0,0,0,30,0,50,20,3.13089,15.05543,3,15
allocation,0,0,0,30,0,60,10,3.13609,13.41202,3,13
allocation,0,0,0,30,0,70,0,3.14290,11.76646,3,12
allocation,0,0,0,30,10,0,60,3.11940,20.79225,3,21
allocation,0,0,0,30,10,10,50,3.12116,19.15631,3,19
allocation,0,0,0,30,10,20,40,3.12361,17.51822,3,18
allocation,0,0,0,30,10,30,30,3.12695,15.87801,3,16
allocation,0,0,0,30,10,40,20,3.13140,14.23565,3,14
allocation,0,0,0,30,10,50,10,3.13730,12.59114,3,13
allocation,0,0,0,30,10,60,0,3.14508,10.94448,3,11
allocation,0,0,0,30,20,0,50,3.12053,18.33925,3,18
allocation,0,0,0,30,20,10,40,3.12329,16.70008,3,17
allocation,0,0,0,30,20,20,30,3.12704,15.05877,3,15
allocation,0,0,0,30,20,30,20,3.13207,13.41531,3,13
allocation,0,0,0,30,20,40,10,3.13879,11.76971,3,12
allocation,0,0,0,30,20,50,0,3.14773,10.12195,3,10
allocation,0,0,0,30,30,0,40,3.12302,15.88138,3,16
allocation,0,0,0,30,30,10,30,3.12725,14.23898,3,14
allocation,0,0,0,30,30,20,20,3.13295,12.59442,3,13
allocation,0,0,0,30,30,30,10,3.14062,10.94772,3,11
allocation,0,0,0,30,30,40,0,3.15096,9.29886,3,9
allocation,0,0,0,30,40,0,30,3.12759,13.41863,3,13
allocation,0,0,0,30,40,10,20,3.13406,11.77298,3,12
allocation,0,0,0,30,40,20,10,3.14286,10.12517,3,10
allocation,0,0,0,30,40,30,0,3.15490,8.47521,3,8
allocation,0,0,0,30,50,0,20,3.13544,10.95098,3,11
allocation,0,0,0,30,50,10,10,3.14561,9.30207,3,9
allocation,0,0,0,30,50,20,0,3.15973,7.65100,3,8
allocation,0,0,0,30,60,0,10,3.14897,8.47841,3,8
allocation,0,0,0,30,60,10,0,3.16570,6.82623,3,7
allocation,0,0,0,30,70,0,0,3.17311,6.00090,3,6
allocation,0,0,0,40,0,0,60,3.11849,19.98900,3,20
allocation,0,0,0,40,0,10,50,3.12048,18.35198,3,18
allocation,0,0,0,40,0,20,40,3.12326,16.71282,3,17
allocation,0,0,0,40,0,30,30,3.12703,15.07153,3,15
allocation,0,0,0,40,0,40,20,3.13210,13.42808,3,13
allocation,0,0,0,40,0,50,10,3.13887,11.78249,3,12
allocation,0,0,0,40,0,60,0,3.14792,10.13475,3,10
allocation,0,0,0,40,10,0,50,3.11988,17.53439,3,18
allocation,0,0,0,40,10,10,40,3.12300,15.89414,3,16
allocation,0,0,0,40,10,20,30,3.12726,14.25174,3,14
allocation,0,0,0,40,10,30,20,3.13300,12.60720,3,13
allocation,0,0,0,40,10,40,10,3.14075,10.96051,3,11
allocation,0,0,0,40,10,50,0,3.15122,9.31167,3,9
allocation,0,0,0,40,20,0,40,3.12282,15.07489,3,15
allocation,0,0,0,40,20,10,30,3.12761,13.43141,3,13
allocation,0,0,0,40,20,20,20,3.13414,11.78577,3,12
allocation,0,0,0,40,20,30,10,3.14305,10.13797,3,10
allocation,0,0,0,40,20,40,0,3.15526,8.48802,3,8
allocation,0,0,0,40,30,0,30,3.12812,12.61051,3,13
allocation,0,0,0,40,30,10,20,3.13557,10.96378,3,11
allocation,0,0,0,40,30,20,10,3.14587,9.31488,3,9
allocation,0,0,0,40,30,30,0,3.16025,7.66382,3,8
allocation,0,0,0,40,40,0,20,3.13733,10.14123,3,10
allocation,0,0,0,40,40,10,10,3.14933,8.49123,3,8
allocation,0,0,0,40,40,20,0,3.16643,6.83906,3,7
allocation,0,0,0,40,50,0,10,3.15360,7.66701,3,8
allocation,0,0,0,40,50,10,0,3.17417,6.01374,3,6
allocation,0,0,0,40,60,0,0,3.18393,5.18786,3,5
allocation,0,0,0,50,0,0,50,3.11925,16.72899,3,17
allocation,0,0,0,50,0,10,40,3.12277,15.08766,3,15
allocation,0,0,0,50,0,20,30,3.12760,13.44418,3,13
allocation,0,0,0,50,0,30,20,3.13417,11.79856,3,12
allocation,0,0,0,50,0,40,10,3.14315,10.15078,3,10
allocation,0,0,0,50,0,50,0,3.15552,8.50084,3,9
allocation,0,0,0,50,10,0,40,3.12267,14.26787,3,14
allocation,0,0,0,50,10,10,30,3.12812,12.62330,3,13
allocation,0,0,0,50,10,20,20,3.13563,10.97657,3,11
allocation,0,0,0,50,10,30,10,3.14603,9.32769,3,9
allocation,0,0,0,50,10,40,0,3.16063,7.67665,3,8
allocation,0,0,0,50,20,0,30,3.12883,11.80186,3,12
allocation,0,0,0,50,20,10,20,3.13744,10.15403,3,10
allocation,0,0,0,50,20,20,10,3.14958,8.50405,3,9
allocation,0,0,0,50,20,30,0,3.16699,6.85190,3,7
allocation,0,0,0,50,30,0,20,3.13968,9.33094,3,9
allocation,0,0,0,50,30,10,10,3.15397,7.67984,3,8
allocation,0,0,0,50,30,20,0,3.17500,6.02658,3,6
allocation,0,0,0,50,40,0,10,3.15944,6.85508,3,7
allocation,0,0,0,50,40,10,0,3.18521,5.20071,3,5
allocation,0,0,0,50,50,0,0,3.19832,4.37427,3,4
allocation,0,0,0,60,0,0,40,3.12260,13.46031,3,13
allocation,0,0,0,60,0,10,30,3.12880,11.81465,3,12
allocation,0,0,0,60,0,20,20,3.13747,10.16684,3,10
allocation,0,0,0,60,0,30,10,3.14973,8.51687,3,9
allocation,0,0,0,60,0,40,0,3.16738,6.86473,3,7
allocation,0,0,0,60,10,0,30,3.12974,10.99267,3,11
allocation,0,0,0,60,10,10,20,3.13975,9.34375,3,9
allocation,0,0,0,60,10,20,10,3.15421,7.69267,3,8
allocation,0,0,0,60,10,30,0,3.17561,6.03943,3,6
allocation,0,0,0,60,20,0,20,3.14258,8.52010,3,9
allocation,0,0,0,60,20,10,10,3.15982,6.86792,3,7
allocation,0,0,0,60,20,20,0,3.18618,5.21356,3,5
allocation,0,0,0,60,30,0,10,3.16689,6.04260,3,6
allocation,0,0,0,60,30,10,0,3.19993,4.38713,3,4
allocation,0,0,0,60,40,0,0,3.21789,3.56014,3,4
allocation,0,0,0,70,0,0,30,3.13090,10.18293,3,10
allocation,0,0,0,70,0,10,20,3.14261,8.53293,3,9
allocation,0,0,0,70,0,20,10,3.16002,6.88076,3,7
allocation,0,0,0,70,0,30,0,3.18684,5.22642,3,5
allocation,0,0,0,70,10,0,20,3.14617,7.70873,3,8
allocation,0,0,0,70,10,10,10,3.16726,6.05545,3,6
allocation,0,0,0,70,10,20,0,3.20109,4.39999,3,4
allocation,0,0,0,70,20,0,10,3.17656,5.22958,3,5
allocation,0,0,0,70,20,10,0,3.22004,3.57301,3,4
allocation,0,0,0,70,30,0,0,3.24469,2.74546,3,3
allocation,0,0,0,80,0,0,20,3.15063,6.89681,3,7
allocation,0,0,0,80,0,10,10,3.17691,5.24243,3,5
allocation,0,0,0,80,0,20,0,3.22151,3.58588,3,4
allocation,0,0,0,80,10,0,10,3.18933,4.41601,3,4
allocation,0,0,0,80,10,10,0,3.24789,2.75834,3,3
allocation,0,0,0,80,20,0,0,3.27721,1.93024,3,2
allocation,0,0,0,90,0,0,10,3.20650,3.60190,3,4
allocation,0,0,0,90,0,10,0,3.28310,1.94313,3,2
allocation,0,0,0,90,10,0,0,3.25150,1.11446,3,1
allocation,0,0,0,100,0,0,0,1.77313,0.29814,2,0
allocation,0,0,10,0,0,0,90,3.12094,29.69032,3,30
allocation,0,0,10,0,0,10,80,3.12074,28.06602,3,28
allocation,0,0,10,0,0,20,70,3.12079,26.43962,3,26
allocation,0,0,10,0,0,30,60,3.12113,24.81110,3,25
allocation,0,0,10,0,0,40,50,3.12180,23.18047,3,23
allocation,0,0,10,0,0,50,40,3.12288,21.54771,3,22
allocation,0,0,10,0,0,60,30,3.12443,19.91284,3,20
allocation,0,0,10,0,0,70,20,3.12655,18.27583,3,18
allocation,0,0,10,0,0,80,10,3.12937,16.63669,3,17
allocation,0,0,10,0,0,90,0,3.13301,14.99541,3,15
allocation,0,0,10,0,10,0,80,3.11957,27.25489,3,27
allocation,0,0,10,0,10,10,70,3.11971,25.62741,3,26
allocation,0,0,10,0,10,20,60,3.12015,23.99781,3,24
allocation,0,0,10,0,10,30,50,3.12096,22.36610,3,22
allocation,0,0,10,0,10,40,40,3.12220,20.73226,3,21
allocation,0,0,10,0,10,50,30,3.12397,19.09630,3,19
allocation,0,0,10,0,10,60,20,3.12638,17.45820,3,17
allocation,0,0,10,0,10,70,10,3.12956,15.81797,3,16
allocation,0,0,10,0,10,80,0,3.13368,14.17560,3,14
allocation,0,0,10,0,20,0,70,3.11861,24.81465,3,25
allocation,0,0,10,0,20,10,60,3.11917,23.18398,3,23
allocation,0,0,10,0,20,20,50,3.12012,21.55118,3,22
allocation,0,0,10,0,20,30,40,3.12155,19.91626,3,20
allocation,0,0,10,0,20,40,30,3.12357,18.27921,3,18
allocation,0,0,10,0,20,50,20,3.12629,16.64002,3,17
allocation,0,0,10,0,20,60,10,3.12988,14.99870,3,15
allocation,0,0,10,0,20,70,0,3.13454,13.35523,3,13
allocation,0,0,10,0,30,0,60,3.11818,22.36960,3,22
allocation,0,0,10,0,30,10,50,3.11929,20.73572,3,21
allocation,0,0,10,0,30,20,40,3.12093,19.09971,3,19
allocation,0,0,10,0,30,30,30,3.12321,17.46157,3,17
allocation,0,0,10,0,30,40,20,3.12628,15.82129,3,16
allocation,0,0,10,0,30,50,10,3.13034,14.17887,3,14
allocation,0,0,10,0,30,60,0,3.13563,12.53431,3,13
allocation,0,0,10,0,40,0,50,3.11847,19.91971,3,20
allocation,0,0,10,0,40,10,40,3.12033,18.28261,3,18
allocation,0,0,10,0,40,20,30,3.12291,16.64338,3,17
allocation,0,0,10,0,40,30,20,3.12638,15.00201,3,15
allocation,0,0,10,0,40,40,10,3.13097,13.35849,3,13
allocation,0,0,10,0,40,50,0,3.13699,11.71283,3,12
allocation,0,0,10,0,50,0,40,3.11977,17.46496,3,17
allocation,0,0,10,0,50,10,30,3.12267,15.82464,3,16
allocation,0,0,10,0,50,20,20,3.12659,14.18217,3,14
allocation,0,0,10,0,50,30,10,3.13180,12.53756,3,13
allocation,0,0,10,0,50,40,0,3.13866,10.89080,3,11
allocation,0,0,10,0,60,0,30,3.12251,15.00535,3,15
allocation,0,0,10,0,60,10,20,3.12693,13.36179,3,13
allocation,0,0,10,0,60,20,10,3.13285,11.71607,3,12
allocation,0,0,10,0,60,30,0,3.14070,10.06821,3,10
allocation,0,0,10,0,70,0,20,3.12742,12.54084,3,13
allocation,0,0,10,0,70,10,10,3.13417,10.89403,3,11
allocation,0,0,10,0,70,20,0,3.14320,9.24506,3,9
allocation,0,0,10,0,80,0,10,3.13580,10.07143,3,10
allocation,0,0,10,0,80,10,0,3.14625,8.42136,3,8
allocation,0,0,10,0,90,0,0,3.14996,7.59710,3,8
allocation,0,0,10,10,0,0,80,3.11834,26.45587,3,26
allocation,0,0,10,10,0,10,70,3.11857,24.82732,3,25
allocation,0,0,10,10,0,20,60,3.11913,23.19666,3,23
allocation,0,0,10,10,0,30,50,3.12009,21.56388,3,22
allocation,0,0,10,10,0,40,40,3.12153,19.92897,3,20
allocation,0,0,10,10,0,50,30,3.12356,18.29193,3,18
allocation,0,0,10,10,0,60,20,3.12631,16.65276,3,17
allocation,0,0,10,10,0,70,10,3.12994,15.01145,3,15
allocation,0,0,10,10,0,80,0,3.13466,13.36800,3,13
allocation,0,0,10,10,10,0,70,3.11746,24.01403,3,24
allocation,0,0,10,10,10,10,60,3.11815,22.38229,3,22
allocation,0,0,10,10,10,20,50,3.11927,20.74842,3,21
allocation,0,0,10,10,10,30,40,3.12092,19.11243,3,19
allocation,0,0,10,10,10,40,30,3.12322,17.47430,3,17
allocation,0,0,10,10,10,50,20,3.12632,15.83404,3,16
allocation,0,0,10,10,10,60,10,3.13043,14.19163,3,14
allocation,0,0,10,10,10,70,0,3.13578,12.54708,3,13
allocation,0,0,10,10,20,0,60,3.11716,21.56737,3,22
allocation,0,0,10,10,20,10,50,3.11846,19.93242,3,20
allocation,0,0,10,10,20,20,40,3.12033,18.29534,3,18
allocation,0,0,10,10,20,30,30,3.12293,16.65612,3,17
allocation,0,0,10,10,20,40,20,3.12643,15.01476,3,15
allocation,0,0,10,10,20,50,10,3.13108,13.37126,3,13
allocation,0,0,10,10,20,60,0,3.13719,11.72561,3,12
allocation,0,0,10,10,30,0,50,3.11765,19.11587,3,19
allocation,0,0,10,10,30,10,40,3.11977,17.47770,3,17
allocation,0,0,10,10,30,20,30,3.12271,15.83739,3,16
allocation,0,0,10,10,30,30,20,3.12667,14.19494,3,14
allocation,0,0,10,10,30,40,10,3.13194,12.55034,3,13
allocation,0,0,10,10,30,50,0,3.13892,10.90359,3,11
allocation,0,0,10,10,40,0,40,3.11925,16.65951,3,17
allocation,0,0,10,10,40,10,30,3.12256,15.01810,3,15
allocation,0,0,10,10,40,20,20,3.12704,13.37456,3,13
allocation,0,0,10,10,40,30,10,3.13304,11.72886,3,12
allocation,0,0,10,10,40,40,0,3.14104,10.08101,3,10
allocation,0,0,10,10,50,0,30,3.12250,14.19827,3,14
allocation,0,0,10,10,50,10,20,3.12757,12.55362,3,13
allocation,0,0,10,10,50,20,10,3.13442,10.90682,3,11
allocation,0,0,10,10,50,30,0,3.14364,9.25787,3,9
allocation,0,0,10,10,60,0,20,3.12828,11.73213,3,12
allocation,0,0,10,10,60,10,10,3.13613,10.08423,3,10
allocation,0,0,10,10,60,20,0,3.14683,8.43417,3,8
allocation,0,0,10,10,70,0,10,3.13825,9.26108,3,9
allocation,0,0,10,10,70,10,0,3.15075,7.60992,3,8
allocation,0,0,10,10,80,0,0,3.15555,6.78510,3,7
allocation,0,0,10,20,0,0,70,3.11630,23.21288,3,23
allocation,0,0,10,20,0,10,60,3.11712,21.58007,3,22
allocation,0,0,10,20,0,20,50,3.11842,19.94513,3,20
allocation,0,0,10,20,0,30,40,3.12031,18.30806,3,18
allocation,0,0,10,20,0,40,30,3.12292,16.66886,3,17
allocation,0,0,10,20,0,50,20,3.12646,15.02752,3,15
allocation,0,0,10,20,0,60,10,3.13115,13.38403,3,13
allocation,0,0,10,20,0,70,0,3.13733,11.73840,3,12
allocation,0,0,10,20,10,0,60,3.11613,20.76461,3,21
allocation,0,0,10,20,10,10,50,3.11762,19.12859,3,19
allocation,0,0,10,20,10,20,40,3.11976,17.49043,3,17
allocation,0,0,10,20,10,30,30,3.12272,15.85014,3,16
allocation,0,0,10,20,10,40,20,3.12671,14.20770,3,14
allocation,0,0,10,20,10,50,10,3.13204,12.56312,3,13
allocation,0,0,10,20,10,60,0,3.13911,10.91638,3,11
allocation,0,0,10,20,20,0,50,3.11683,18.31150,3,18
allocation,0,0,10,20,20,10,40,3.11925,16.67225,3,17
allocation,0,0,10,20,20,20,30,3.12258,15.03086,3,15
allocation,0,0,10,20,20,30,20,3.12711,13.38733,3,13
allocation,0,0,10,20,20,40,10,3.13318,11.74164,3,12
allocation,0,0,10,20,20,50,0,3.14130,10.09381,3,10
allocation,0,0,10,20,30,0,40,3.11878,15.85352,3,16
allocation,0,0,10,20,30,10,30,3.12254,14.21103,3,14
allocation,0,0,10,20,30,20,20,3.12766,12.56640,3,13
allocation,0,0,10,20,30,30,10,3.13461,10.91962,3,11
allocation,0,0,10,20,30,40,0,3.14399,9.27068,3,9
allocation,0,0,10,20,40,0,30,3.12259,13.39065,3,13
allocation,0,0,10,20,40,10,20,3.12842,11.74492,3,12
allocation,0,0,10,20,40,20,10,3.13639,10.09703,3,10
allocation,0,0,10,20,40,30,0,3.14731,8.44699,3,8
allocation,0,0,10,20,50,0,20,3.12939,10.92288,3,11
allocation,0,0,10,20,50,10,10,3.13859,9.27389,3,9
allocation,0,0,10,20,50,20,0,3.15139,7.62274,3,8
allocation,0,0,10,20,60,0,10,3.14131,8.45019,3,8
allocation,0,0,10,20,60,10,0,3.15645,6.79794,3,7
allocation,0,0,10,20,70,0,0,3.16273,5.97257,3,6
allocation,0,0,10,30,0,0,60,3.11509,19.96133,3,20
allocation,0,0,10,30,0,10,50,3.11679,18.32423,3,18
allocation,0,0,10,30,0,20,40,3.11922,16.68500,3,17
allocation,0,0,10,30,0,30,30,3.12257,15.04362,3,15
allocation,0,0,10,30,0,40,20,3.12713,13.40010,3,13
allocation,0,0,10,30,0,50,10,3.13326,11.75443,3,12
allocation,0,0,10,30,0,60,0,3.14149,10.10661,3,10
allocation,0,0,10,30,10,0,50,3.11601,17.50660,3,18
allocation,0,0,10,30,10,10,40,3.11876,15.86627,3,16
allocation,0,0,10,30,10,20,30,3.12254,14.22380,3,14
